review,sentiment,tfidf_vector
"['one', 'worst', 'film', 'ive', 'see', 'years', 'storyline', 'potential', 'never', 'realize', 'actors', 'poor', 'choice', 'consider', 'screen', 'write', 'talent', 'isnt', 'waste', 'really', 'want', 'everyone', 'dead', 'quickly', 'possible', 'could', 'get', 'watch', 'something', 'else', 'unfortunately', 'stay', 'end', 'laugh', 'murmur', 'people', 'moan', 'crappy', 'wasnt', 'boo', 'england', 'gentle', 'moan', 'crap', 'look', 'imdb', 'see', '288', 'people', 'give', '10', '10', 'really', 'can', 'not', 'see', 'people', 'able', 'give', 'score', 'must', 'pr', 'company', 'work', 'distributor', 'theres', 'hilarious', 'set', 'problem', 'towards', 'end', 'film', 'graveyard', 'hick', 'attack', 'look', 'dodgy', 'scenery', 'rock', 'touch', 'suppose', 'brick', 'wall', 'blood', 'effect', 'waaaay', 'ott', 'film', 'feel', 'like', 'everyone', 'make', 'spoof', 'horror', 'except', 'director']",negative,[0. 0. 0. ... 0. 0. 0.]
"['wealthy', 'widower', 'anthony', 'steffen', 'alan', 'cunningham', 'sadomasochistic', 'lover', 'british', 'lord', 'bring', 'sexy', 'redhaired', 'women', 'castle', 'whip', 'murder', 'blackbooted', 'stripper', 'erika', 'blanc', 'susie', 'get', 'away', 'temporarily', 'mr', 'steffen', 'haunt', 'wife', 'evelyn', 'die', 'childbirth', 'therapy', 'decide', 'marry', 'meet', 'pretty', 'blonde', 'marina', 'malfatti', 'gladys', 'end', 'movie', 'dig', 'grave', 'night', 'evelyn', 'come', 'grave', 'great', 'title', 'leastbr', 'la', 'notte', 'che', 'evelyn', 'uscì', 'dalla', 'tomba', '1971', 'emilio', 'miraglia', 'anthony', 'steffen', 'marina', 'malfatti', 'erika', 'blanc']",negative,[0. 0. 0. ... 0. 0. 0.]
"['worst', 'movie', 'see', 'years', 'start', 'ridicoulus', 'continue', 'way', 'thnik', 'something', 'go', 'happen', 'film', 'act', 'worse', 'end', 'lift', 'bite', 'save', 'movie', 'total', 'flop', 'mark', 'wahlberg', 'bad', 'actor', 'bad', 'movie', 'sorry', 'tim', 'burton', 'batman', 'good', 'one', 'suck']",negative,[0. 0. 0. ... 0. 0. 0.]
"['risk', 'sound', 'slightly', 'sacrilegious', 'first', 'view', 'im', 'kind', 'incline', 'put', 'right', 'par', 'shaun', 'dead', 'give', 'view', 'simon', 'pegg', 'unquestionable', 'comedy', 'genius', 'realise', 'rather', 'big', 'claim', 'extent', 'agree', 'last', 'statement', 'may', 'good', 'preliminary', 'gauge', 'whether', 'fido', 'appeal', 'youbr', 'way', 'comedy', 'pick', 'shaun', 'leave', 'except', 'back', 'original', '1950s', 'live', 'deadera', 'stereotypical', 'middleamerican', 'small', 'town', 'zombie', 'war', 'zombies', 'become', 'welladjusted', 'useful', 'members', 'community', 'inform', 'outset', 'largely', 'thank', 'scientific', 'advance', 'make', 'good', 'people', 'zomcom', 'nice', 'play', 'romantic', 'comedy', 'perhaps', 'beauty', 'film', 'lie', 'deadpan', 'depiction', 'respectable', 'neighbourhood', 'maintain', 'core', 'value', 'make', 'place', 'zombies', 'special', 'hazard', 'pose', 'charm', 'balance', 'near', 'enough', 'perfect', 'theme', 'might', 'expect', 'mainstream', 'kitsch', 'comedy', 'come', 'veneer', 'good', 'clean', 'live', 'keep', 'appearances', 'repress', 'emotion', 'muddle', 'parental', 'value', 'social', 'decorum', 'plight', 'alienate', 'individualbr', 'story', 'tell', 'happy', 'heart', 'wide', 'appeal', 'bring', 'life', 'vividly', 'film', 'allround', 'strong', 'cast', 'one', 'work', 'really', 'show', 'everyone', 'involve', 'get', 'kick', 'take', 'part', 'also', 'fun', 'imagine', 'billy', 'connelly', 'learn', 'script', 'must', 'likebr', 'conclusion', 'probable', 'appreciate', 'humour', 'film', 'unless', 'father', 'try', 'eat']",positive,[0. 0. 0. ... 0. 0. 0.]
"['ugh', 'even', 'everpopular', 'diane', 'lane', 'could', 'save', 'movie', 'excite', 'thing', 'movie', 'see', 'rourkes', 'face', 'would', 'move', 'one', 'hear', 'much', 'gossip', 'botch', 'face', 'lift', 'etc', 'like', 'accident', 'side', 'road', 'slow', 'see', 'wreck', 'plot', 'thin', 'professional', 'mob', 'hit', 'man', 'somehow', 'latch', 'wild', 'uncontrollable', 'punkcrook', 'throughout', 'movie', 'wonder', 'guy', 'stay', 'idiot', 'let', 'alone', 'get', 'together', 'guy', 'first', 'place', 'crime', 'even', 'commit', 'pro', 'go', 'witness', 'would', 'pop', 'right', 'would', 'movie', 'would', 'realtor', 'even', 'agree', 'extortion', 'hole', 'flick', 'colander', 'act', 'horrid', 'entire', 'movie', 'predictable', 'minute', 'even', 'end', 'much', 'could', 'do', 'make', 'much', 'better', 'movie', '90', 'minutes', 'kill', 'use', 'brain', 'cells', 'process', 'movie', 'doctor', 'order']",negative,[0. 0. 0. ... 0. 0. 0.]
"['disney', 'get', 'preppy', 'rich', 'girls', 'act', 'like', 'idiots', 'buy', 'bunch', 'stuff', 'get', 'teach', 'lesson', 'disney', 'try', 'send', 'lesson', 'maybe', 'buy', 'everything', 'maybe', 'still', 'human', 'whatever', 'psychoanalysis', 'movie', 'suckedbr', 'girls', 'want', 'rich', 'party', 'rich', 'live', 'money', 'disappear', 'use', 'riches', 'get', 'milk', 'plant', 'yes', 'milk', 'go', 'employ', 'workers', 'keep', 'afloat', 'daddy', 'come', 'home', 'man', 'begin', 'appear', 'one', 'take', 'money', 'one', 'end', 'dumb', 'webcam', 'cayman', 'islands', 'huh', 'worth', 'time', 'ever', 'better', 'howl', 'move', 'castle']",negative,[0. 0. 0. ... 0. 0. 0.]
"['film', 'examine', 'closely', 'bite', 'sad', 'detail', 'enough', 'touch', 'upon', 'real', 'problems', 'children', 'grow', 'poor', 'dysfunctional', 'environments', 'yet', 'retain', 'comedic', 'value', 'spirit', 'performances', 'diahann', 'carroll', 'jam', 'earl', 'jones', 'sadness', 'lie', 'struggle', 'dysfunction', 'mother', 'carroll', 'can', 'not', 'truly', 'help', 'children', 'doesnt', 'want', 'try', 'obvious', 'doesnt', 'know', 'remember', 'comedy', 'youve', 'never', 'see', 'watch', 'film', 'see', 'humanity', 'character', 'good', 'film']",positive,[0. 0. 0. ... 0. 0. 0.]
"['happen', 'run', 'movie', 'one', 'night', 'decide', 'watch', 'please', 'movie', 'think', 'wonderful', 'plot', 'great', 'feel', 'know', 'decease', 'one', 'come', 'back', 'get', 'second', 'chance', 'say', 'want', 'say', 'wife', 'stay', 'devote', '23', 'years', 'think', 'great', 'movie']",positive,[0. 0. 0. ... 0. 0. 0.]
"['go', 'see', 'film', 'joaquim', 'de', 'almeida', 'joaquim', 'fairly', 'small', 'part', 'good', 'like', 'film', 'fact', 'like', 'lotbr', 'film', 'center', 'around', 'two', 'character', 'albert', 'louie', 'albert', 'shy', 'retire', 'sort', 'louie', 'well', 'louie', 'story', 'revolve', 'around', 'louies', 'request', 'albert', 'let', 'come', 'alberts', 'place', 'little', 'louie', 'get', 'prisonbr', 'albert', 'louie', 'know', 'since', 'childhood', 'course', 'whenver', 'something', 'together', 'trouble', 'albert', 'always', 'take', 'fallbr', 'action', 'film', 'base', 'adventure', 'ensue', 'louies', 'visit', 'run', 'chronicle', 'madcap', 'zany', 'situations', 'however', 'bruno', 'de', 'almeida', 'scriptwriter', 'joseph', 'minion', 'hours', 'dont', 'always', 'take', 'expect', 'go', 'twist', 'turn', 'add', 'depth', 'film', 'course', 'plenty', 'outright', 'comedy', 'much', 'subtle', 'humor', 'wellbr', 'downright', 'good', 'performances', 'well', 'albert', 'play', 'delightfully', 'michael', 'imperioli', 'hes', 'get', 'fairly', 'wellknownthese', 'days', 'hbo', 'series', 'sopranosbr', 'louie', 'play', 'john', 'ventimiglia', 'imbue', 'character', 'lovable', 'childlike', 'quality', 'matter', 'get', 'ta', 'love', 'louiebr', 'actors', 'excellent', 'individual', 'character', 'imperioli', 'youll', 'want', 'hug', 'bring', 'home', 'mom', 'ventimiglia', 'well', 'wont', 'know', 'whether', 'slap', 'bring', 'home', 'mompbr', 'standout', 'performances', 'well', 'character', 'rita', 'play', 'drena', 'deniro', 'yes', 'roberts', 'daughter', 'audience', 'adore', 'talk', 'others', 'saw', 'film', 'fun', 'discuss', 'whether', 'albert', 'louie', 'favorite', 'two', 'everyone', 'love', 'ritabr', 'film', 'perfect', 'cant', 'say', 'many', 'time', 'wish', 'director', 'bigger', 'budget', 'work', 'scenes', 'cry', 'budgetary', 'freedom', 'give', 'guy', 'decent', 'budget', 'work', 'believe', 'go', 'see', 'film', 'make', 'stand', 'noticebr', 'end', 'sequence', 'bite', 'victim', 'budget', 'yet', 'budget', 'budget', 'end', 'screen', 'shoot', 'opinion', 'bring', 'together', 'talent', 'actor', 'director', 'memorable', 'emotionally', 'effective', 'scenebr']",positive,[0. 0. 0. ... 0. 0. 0.]
"['yes', 'georgio', 'lighthearted', 'enjoyable', 'moviecomedy', 'contain', 'beautiful', 'settings', 'beautiful', 'music', 'favorite', 'movie', 'movie', 'enjoy', 'see', 'reviewers', 'suggest', 'one', 'wish', 'enjoy', 'pavarotti', 'would', 'likely', 'better', 'serve', 'pick', 'opera', 'dvd', 'although', 'full', 'opera', 'might', 'better', 'representation', 'pavarottis', 'operatic', 'talents', 'oftentimes', 'opera', 'require', 'costume', 'story', 'line', 'completely', 'hide', 'appearance', 'nature', 'person', 'yes', 'georgio', 'permit', 'pavarotti', 'use', 'speak', 'voice', 'exhibit', 'personality', 'character', 'ways', 'opera', 'would', 'notbr', 'many', 'reviewers', 'seem', 'find', 'story', 'unbelievable', 'dont', 'agree', 'enormously', 'talented', 'people', 'selfcentered', 'charm', 'charm', 'enough', 'captivate', 'intelligent', 'beautiful', 'people', 'additionally', 'people', 'different', 'one', 'often', 'gain', 'insights', 'grow', 'positive', 'ways', 'interact', 'people', 'stretch', 'take', 'directions', 'might', 'choose', 'georgio', 'pamela', 'become', 'open', 'unexplored', 'part', 'relationship', 'otherbr', 'relax', 'let', 'go', 'visually', 'aurally', 'reward', 'film', 'pavarotti', 'peak', 'vocal', 'abilities', 'end', 'scenes', 'puccinis', 'turandot', 'alone', 'worth', 'time', 'get']",positive,[0. 0. 0. ... 0. 0. 0.]
"['gem', 'gore', 'lovers', 'extremely', 'underrate', 'pure', 'delight', 'fun', 'gratuitous', 'servings', 'blood', 'insanity', 'black', 'humor', 'please', 'even', 'demand', 'lover', 'genre', 'full', 'exploitation', 'almost', 'universal', 'fear', 'dentists', 'flawlessly', 'shoot', 'connoisseurs']",positive,[0. 0. 0. ... 0. 0. 0.]
"['nothing', 'go', 'one', 'night', 'didnt', 'want', 'watch', 'anything', 'heavy', 'pick', 'perfect', 'film', 'must', 'gift', 'barrymore', 'someone', 'sleep', 'director', 'raja', 'gosnell', 'make', 'nothing', 'silly', 'crap', 'write', 'one', 'atrocious', 'high', 'school', 'register', 'without', 'parent', 'present', 'proof', 'age', 'former', 'school', 'let', 'kid', 'come', 'prom', 'shirt', 'skin', 'tight', 'leotards', 'ass', 'short', 'one', 'girl', 'dress', 'eve', 'wear', 'fig', 'leave', 'announce', 'shes', '25', 'brother', '23', 'reprisal', 'school', 'parent', 'lawsuits', 'kind', 'newspaper', 'fraud', 'spy', 'newspaper', 'boss', 'want', 'catch', 'teacher', 'underage', 'sex', 'scandal', 'doesnt', 'realize', 'teacher', 'come', '25', 'year', 'old', 'case', 'would', 'entrapment', 'allow', 'camera', 'record', 'people', 'private', 'conversations', 'age', 'kid', 'wonder', 'hire', 'younger', 'sister', 'go', 'back', 'hs', 'camera', 'film', 'age', 'girls', 'personnel', 'use', 'would', 'get', 'kind', 'trouble', 'nahhhh', 'problem', 'didnt', 'take', 'gym', 'go', 'bathroom', 'point', 'secondary', 'character', 'like', 'cardboard', 'cutouts', 'high', 'school', 'students', 'think', 'everybody', 'stereotype', 'jessica', 'alba', 'embarrassingly', 'bad', 'mug', 'camera', 'every', 'chance', 'world', 'parent', 'get', 'suspicious', 'ubergeeky', 'daughter', 'miraculously', 'ask', 'school', 'stud', 'prom', 'dont', 'ask', 'guy', 'inside', 'meet', 'like', 'every', 'parent', 'history', 'guy', 'school', 'school', 'matter', 'con', 'sister', 'throw', 'egg', 'prom', 'dress', 'would', 'body', 'cast', 'rest', 'life', 'movie', 'contrive', 'predictable', 'nauseate', 'end', 'everybody', 'alpo', 'girls', 'include', 'cheer', 'chick', 'two', 'days', 'hat', 'herbr', 'dumb', 'dumb', 'dumb']",negative,[0. 0. 0. ... 0. 0. 0.]
"['see', 'bad', 'could', 'get', 'plotline', 'thin', 'begin', 'keep', 'get', 'worse', 'female', 'genetic', 'engineer', 'grad', 'student', 'use', 'research', 'accelerate', 'mitosis', 'artificially', 'create', 'male', 'biological', 'weapon', 'use', 'ww3', 'kill', '97', 'worldwide', 'male', 'population', 'survive', 'men', 'either', 'high', 'price', 'gigolos', 'back', 'alley', 'club', 'craze', 'lunatics', 'run', 'football', 'stadiums', 'plot', 'overthrow', 'lesbian', 'conspiracy', 'entire', 'process', 'resemble', 'microwave', 'large', 'bowl', 'jello', 'press', 'button', 'ding', 'get', 'baby', 'age', 'mid', '20s', 'month', 'begin', 'age', 'normally', 'convenient', 'eventually', 'poor', 'adam', 'get', 'bore', 'seclude', 'cabin', 'woods', 'creator', 'raise', 'steal', 'car', 'see', 'citybr', 'begin', '90', 'minutes', 'unlikely', 'chase', 'convenient', 'plot', 'twist', 'several', 'subplots', 'never', 'see', 'resolve', 'adam', 'quickly', 'learn', 'men', 'survive', 'treat', 'outcastscriminals', 'dangerous', 'beasts', 'can', 'not', 'help', 'genetic', 'predisposition', 'violence', 'propaganda', 'machine', 'full', 'swing', 'scar', 'women', 'believe', 'men', 'rapists', 'murderers', 'lead', 'lesbianism', 'norm', 'fall', 'christianity', 'female', 'reproduction', 'via', 'clone', 'oh', 'yeah', 'world', 'peace', 'among', 'imply', 'result', 'seem', 'unlikely', 'give', '30', 'years', 'elapse', 'since', 'war', 'adam', 'stumble', 'one', 'bad', 'situation', 'next', 'genetically', 'program', 'nonviolent', 'unable', 'really', 'much', 'behalf', 'fbi', 'trail', 'madams', 'look', 'fresh', 'meat', 'creator', 'try', 'recapture', 'seem', 'learn', 'violence', 'limit', 'male', 'species', 'allbr', 'would', 'recommend', 'moviebr', 'however', 'enjoy', 'veronica', 'cartwrights', 'portrayal', 'love', 'hate', 'director', 'fbi', 'julie', 'bowen', 'didnt', 'bad', 'hope', 'closet', 'hetero', 'geneticist', 'either']",negative,[0. 0. 0. ... 0. 0. 0.]
"['first', '45', 'minutes', 'dragon', 'fighter', 'entirely', 'acceptable', 'surprisingly', 'watchable', 'character', 'believable', 'interest', 'clone', 'lab', 'look', 'really', 'hightech', 'collapse', 'character', 'start', 'behave', 'idiotically', 'new', 'subplot', 'introduce', 'nowhere', 'fusion', 'reactor', 'supposedly', 'present', 'day', 'go', 'critical', 'plot', 'justification', 'require', 'kill', 'dragon', 'doesnt', 'finish', 'incredibly', 'weak', 'one', 'wonder', 'make', 'movie', 'start', 'well', 'turn', 'wrongbr', 'character', 'except', 'dean', 'cain', 'play', 'russians', 'result', 'weird', 'situations', 'detail', 'like', 'character', 'play', 'vessela', 'dimitrova', 'call', 'bailey', 'kent', 'despite', 'heavy', 'accent', 'despite', 'one', 'occasion', 'inexplicably', 'switch', 'spanishbr', 'decent', 'start', 'consider', 'rat', 'movie', '5', 'really', 'disappoint', 'give', '4']",negative,[0. 0. 0. ... 0. 0. 0.]
"['dr', 'bock', 'teach', 'hospital', 'quite', 'good', 'thing', 'depress', 'dr', 'bock', 'wife', 'separate', 'children', 'deviant', 'can', 'not', 'perform', 'bedroom', 'feel', 'isnt', 'good', 'job', 'heal', 'people', 'become', 'suicidal', 'meet', 'barbara', 'change', 'ideas', 'better', 'around', 'story', 'murder', 'mystery', 'group', 'angry', 'protesters', 'outsidebr', 'movie', 'well', 'do', 'character', 'dr', 'bock', 'well', 'play', 'little', 'sad', 'somewhat', 'funny', 'somewhat', 'drama', 'good', 'see', 'couple', 'stories', 'wrap', 'around', 'hospital', 'even', 'somewhat', 'unrelated', 'dr', 'bock', 'great', 'movie']",positive,[0. 0. 0. ... 0. 0. 0.]
"['ive', 'play', 'movie', 'incessantly', 'month', 'love', 'around', '60s', 'oh', 'dear', 'nostalgic', 'one', 'sense', 'however', 'funny', 'premise', 'snappy', 'dialogue', 'great', 'performances', 'keep', 'watchingbr', 'dr', 'winstons', 'reactions', 'stephanie', 'end', 'movie', 'priceless', 'id', 'specific', 'dont', 'want', 'spoil', 'anyone', 'matthau', 'play', 'man', 'entirely', 'upandup', 'yet', 'us', 'still', 'love', 'bergmans', 'costume', 'think', 'look', 'dowdy', 'shes', 'suppose', 'think', 'rob', 'one', 'time', 'appear', 'even', 'gown', 'doesnt', 'suit', 'bad', 'never', 'like', 'first', 'saw', 'still', 'dontbr', 'goldie', 'oscar', 'role', 'people', 'think', 'groundbreaking', 'performance', 'time', 'yet', 'one', 'performance', 'dont', 'love', 'much', 'others', 'right', 'amount', 'sweetness', 'likability', 'however', 'important', 'rolebr', 'agree', 'think', 'rick', 'lenz', 'great', 'bad', 'movie', 'career', 'didnt', 'take', 'thisbr', 'hope', 'people', 'watch', 'movie', 'theyll', 'love']",positive,[0. 0. 0. ... 0. 0. 0.]
"['wow', 'talk', 'film', 'divide', 'audience', 'real', 'love', 'loath', 'kinda', 'movie', 'personally', 'really', 'enjoy', 'notice', 'review', 'compare', 'pitch', 'black', 'kinda', 'dumb', 'thing', 'common', 'sand', 'people', 'real', 'stupid', 'film', 'far', 'common', 'thing', 'people', 'fail', 'notice', 'amaze', 'even', 'basic', 'music', 'lot', 'carpenter', 'touch', 'blue', 'collar', 'heroes', 'sharp', 'humor', 'endless', 'roll', 'landscape', 'full', 'death', 'things', 'understand', 'perhaps', 'stop', 'film', 'real', 'classic', 'deference', 'carpenter', 'work', 'least', 'dark', 'star', 'something', 'common', 'id', 'interest', 'know', 'much', 'really', 'cost', '8000', 'even', 'possible', 'maybe', 'base', 'short', 'film', 'cost', '8000', 'find', 'strangely', 'move', 'various', 'space', 'dudes', 'die', 'underplay', 'like', 'watch', 'documentary', 'time', 'say', 'script', 'kinda', 'clunky', 'half', 'act', 'however', 'im', 'sure', 'big', 'guy', 'play', 'captain', 'one', 'gun', 'awesome', 'give', 'chance', 'like', 'early', 'carpenter', 'might', 'fall', 'dont', 'expect', '2001']",positive,[0. 0. 0. ... 0. 0. 0.]
"['movie', 'try', 'run', 'away', 'typical', 'im', 'fight', 'im', 'oblige', 'defend', 'fatherland', 'nazis', 'bad', 'guy', 'im', 'typical', 'german', 'war', 'movies', 'talk', 'much', 'refer', 'war', 'pows', 'nevertheless', 'would', 'like', 'see', 'german', 'movie', 'would', 'something', 'extremity', 'come', 'see', 'bad', 'nazis', 'das', 'boot', 'say', 'exclude', 'factor', 'german', 'movies', 'best', 'depict', '2nd', 'world', 'war', 'german', 'side', 'easily', 'see', 'german', 'hierarchical', 'relations', 'different', 'ones', 'us', 'armybr', 'movie', 'try', 'get', 'real', 'sight', 'stalingrad', 'doubt', 'people', 'would', 'choose', 'one', 'movie', 'depict', 'battle', 'sure', 'would', 'american', 'enemy', 'gate', 'say', 'even', 'best', 'soldier', 'heros', 'give', 'condition', 'may', 'regard', 'live', 'instead', 'fatherland', 'go', 'rank', 'end', 'see', 'von', 'paulus', 'give', 'example']",positive,[0. 0. 0. ... 0. 0. 0.]
"['homelessness', 'houselessness', 'george', 'carlin', 'state', 'issue', 'years', 'never', 'plan', 'help', 'street', 'consider', 'human', 'everything', 'go', 'school', 'work', 'vote', 'matter', 'people', 'think', 'homeless', 'lose', 'cause', 'worry', 'things', 'racism', 'war', 'iraq', 'pressure', 'kid', 'succeed', 'technology', 'elections', 'inflation', 'worry', 'theyll', 'next', 'end', 'streetsbr', 'give', 'bet', 'live', 'streets', 'month', 'without', 'luxuries', 'home', 'entertainment', 'set', 'bathroom', 'picture', 'wall', 'computer', 'everything', 'treasure', 'see', 'like', 'homeless', 'goddard', 'bolt', 'lessonbr', 'mel', 'brook', 'direct', 'star', 'bolt', 'play', 'rich', 'man', 'everything', 'world', 'decide', 'make', 'bet', 'sissy', 'rival', 'jeffery', 'tambor', 'see', 'live', 'streets', 'thirty', 'days', 'without', 'luxuries', 'bolt', 'succeed', 'want', 'future', 'project', 'make', 'buildings', 'bet', 'bolt', 'throw', 'street', 'bracelet', 'leg', 'monitor', 'every', 'move', 'cant', 'step', 'sidewalk', 'hes', 'give', 'nickname', 'pepto', 'vagrant', 'write', 'forehead', 'bolt', 'meet', 'character', 'include', 'woman', 'name', 'molly', 'lesley', 'ann', 'warren', 'exdancer', 'get', 'divorce', 'lose', 'home', 'pal', 'sailor', 'howard', 'morris', 'fume', 'teddy', 'wilson', 'already', 'use', 'streets', 'theyre', 'survivors', 'bolt', 'isnt', 'hes', 'use', 'reach', 'mutual', 'agreements', 'like', 'rich', 'fight', 'flight', 'kill', 'killedbr', 'love', 'connection', 'molly', 'bolt', 'wasnt', 'necessary', 'plot', 'find', 'life', 'stink', 'one', 'mel', 'brook', 'observant', 'film', 'prior', 'comedy', 'show', 'tender', 'side', 'compare', 'slapstick', 'work', 'blaze', 'saddle', 'young', 'frankenstein', 'spaceballs', 'matter', 'show', 'like', 'something', 'valuable', 'lose', 'next', 'day', 'hand', 'make', 'stupid', 'bet', 'like', 'rich', 'people', 'dont', 'know', 'money', 'maybe', 'give', 'homeless', 'instead', 'use', 'like', 'monopoly', 'moneybr', 'maybe', 'film', 'inspire', 'help', 'others']",positive,[0. 0. 0. ... 0. 0. 0.]
